Gene,Control_baseline_blood1,Control_baseline_blood2,Control_baseline_blood3,Control_baseline_blood4,Control_baseline_blood5,Control_baseline_blood6,Control_baseline_blood7,Control_baseline_blood8,Control_baseline_blood9,Control_baseline_blood10,Control_final_blood1,Control_final_blood2,Control_final_blood3,Control_final_blood4,Control_final_blood5,Control_final_blood6,Control_final_blood7,Control_final_blood8,Control_final_blood9,Control_final_blood10
Cd274,50504,62962,49686,51047,60663,51547,56085,65925,55433,63604,55833,46727,44248,50684,43344,53763,51620,39386,56444,53460
Cd276,2530,1845,1112,2069,2375,1439,2157,1293,1472,1941,987,649,1127,1207,990,728,402,1547,2311,1968
Cd28,163075,159987,166620,154693,131519,134862,148948,174273,153938,159010,148465,166898,156886,154103,141908,135354,143891,167183,166362,161623
Cd2ap,196323,218029,190963,198239,173280,200435,192737,185437,178368,188131,198659,225955,216823,188979,200294,220005,154859,176464,188807,157271
Cd2bp2,63875,56690,55132,54065,65215,65933,59967,51001,66226,58612,59076,62411,61627,54666,59969,55657,64198,58187,58755,71073
Cd300a,107422,119775,108042,98386,121029,134502,108179,146892,123720,118148,130136,107083,96480,122969,107074,75472,150230,100191,135004,176024
Cd300c,1355,1968,1890,862,1781,1918,2049,2703,1962,2496,3525,1839,1315,1931,2177,2040,3522,1428,4621,1347
Cd300e,10571,5165,6558,11382,12271,10909,6579,12692,8830,8228,5358,6706,5355,10619,8115,5099,13886,5593,9242,10257
Cd300lb,109500,165889,136942,108044,129638,165551,127485,201771,178859,175559,158194,191992,151344,149156,157741,103300,197724,139696,142596,222439
Cd300ld,59538,74029,59245,55445,61553,79958,63742,100122,89871,96238,80789,95509,88401,86404,168825,62942,100623,88411,86812,128159
Cd300lf,25026,32588,32346,21471,30480,39080,32572,40542,33653,30970,27917,25851,28653,29324,57198,17192,35520,27011,39940,47969
Cd300lg,5782,6272,4335,5519,6333,5155,6256,3995,6672,5454,7755,4543,3852,4224,4750,5682,5434,4284,6602,10775
Cd300lh,181,246,222,345,1880,1319,647,1058,785,832,987,0,376,483,1188,583,906,595,0,518
Cd302,9577,13773,13005,14573,11380,16423,8305,15042,13932,10909,11702,16441,9582,14240,18011,11802,14288,13565,13203,14090
Cd320,2801,3935,3112,2414,3365,3476,2589,4348,3728,3883,3102,4110,3194,1810,1781,3642,3824,4046,3631,3833
Cd33,71464,93582,97927,74242,92627,129228,96746,142192,96444,55561,97285,95617,81261,88093,140126,55220,100321,82342,110248,137897
Cd34,361,984,1445,1552,1781,1439,1510,3643,1472,832,1410,216,2067,1327,792,1311,1207,1904,0,1761
Cd36,296878,347519,391595,374575,334684,558509,355814,466765,293846,413242,907569,963204,1055554,879004,1491713,1232611,546685,549146,323481,362512
Cd37,139224,131211,147279,134344,144383,125152,144849,105645,143735,129427,114063,122009,115551,117297,99751,115248,146910,132914,171973,150019
Cd38,75439,80916,73917,75536,69767,63056,74959,54997,64264,77286,57384,65980,68767,55994,49084,59154,64298,58544,64696,49005
Cd3d,95044,97517,94259,96748,96684,66412,99227,104705,99584,103079,91645,113032,99956,94489,85699,115831,125477,113399,95394,116555
Cd3e,68302,61978,73028,69759,83028,52147,97177,79087,74565,61385,54705,54515,51857,51046,56407,56968,60676,64136,99355,85992
Cd3eap,9306,6272,8892,8795,9104,6833,6687,9284,8536,10447,11279,5300,7609,8206,5938,9033,8955,11899,8912,10878
Cd3g,197407,204256,181737,190047,168827,131745,175049,196248,210353,205974,190763,233094,245194,201529,172387,237343,215132,205855,142596,187627
Cd4,90708,67020,94259,95972,93419,77441,104296,87430,94188,69059,75713,66954,71679,68182,67292,62650,87743,94479,109918,113136
Cd40,86190,91368,79809,78123,69272,68810,79705,61930,77312,89859,62460,73335,75719,76509,68480,75618,83115,77701,74929,75631
Cd40lg,15449,12543,14450,17332,12568,11868,15855,14924,14619,14699,10997,10492,13998,17619,17417,18067,13685,16421,11553,12640
Cd44,450557,613138,569998,482360,565757,592195,527951,686517,480652,462239,818462,531844,490011,541594,703601,514025,517202,520350,568073,799722
Cd46,15178,21274,15895,15694,15834,20020,16070,18567,18739,16178,16496,14386,19634,19187,25136,20835,13483,17492,10233,14712
Cd47,546595,603669,565440,609892,586341,750792,579506,605785,485852,524364,1066750,769590,860338,881418,941499,952578,658075,765353,573024,653329
Cd48,201201,216923,186072,189271,149826,159797,187452,182617,188866,234818,183008,258513,219641,207563,183471,231661,207787,166588,163721,187731
Cd5,72458,59764,71139,67344,73627,60059,62232,62165,73094,62957,59358,63709,52233,64320,49480,55803,69229,80557,80870,80604
Cd52,566562,688397,549990,535563,485005,470279,549953,565595,622719,756316,524069,733355,746666,670838,560506,695420,670954,553430,489513,592202
Cd53,1078915,1076005,1048738,1018527,833050,908551,880206,980184,1011930,1225952,1080285,1238158,1373836,1122166,1424025,1239896,1139556,1187892,1103797,1095616
Cd55,783393,699096,642581,736389,533199,589797,649935,488036,606726,748920,504049,726757,784619,634997,644621,669049,572143,631369,595469,436174
Cd59a,36319,54108,40794,42769,47006,80678,45191,69568,40422,75530,158476,151430,162993,133226,213950,233264,81002,88768,50173,47244
Cd59b,2259,4304,2890,1983,2771,3237,3344,3055,2257,4253,11984,8329,7609,10378,7917,10782,4528,6069,3301,4662
Cd5l,1626,2336,778,1638,1979,1558,1079,705,981,1757,987,1839,1503,965,2177,728,805,1547,1320,311
Cd6,69928,54108,70249,63809,65413,57901,67517,67453,65931,53620,55692,54731,47536,52494,49084,46041,68726,61757,73278,81951
Cd63,5421,7132,4780,3535,6531,4795,7981,6816,6279,4437,7473,6923,6952,4948,5344,6265,8754,7139,11223,7978
Cd68,15720,12297,16784,13710,19000,20859,18443,25736,16189,13775,19316,17414,15783,18584,23552,13259,24753,14755,20135,30770
Cd69,76072,80793,92702,66999,55022,44235,72155,101415,61811,77194,78110,104703,100238,77112,75209,84068,75568,78891,77569,96041
Cd7,23309,24225,22453,23368,31865,22657,22865,26206,26588,21633,43990,31476,29686,29083,31469,37736,26061,29748,22776,38541
Cd70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd72,31983,29267,30234,35095,28303,32846,35269,22445,30415,31895,24533,31043,25271,21963,18604,22001,29181,22608,28387,29009
Cd74,2964623,2862049,2870885,2747920,3056296,2510833,3005815,2355920,2979180,3032106,2532227,3156237,3003950,2915412,2348503,2732289,3300637,2793683,3787700,3343416
Cd79a,361204,417982,379368,360692,370706,291182,403918,315760,363506,414259,307082,399235,411286,358287,325774,385810,393537,384819,502056,360750
Cd79b,776797,811246,689488,710951,717958,580926,799746,505663,681390,844142,559036,799443,781707,753984,569214,683473,755377,646838,732454,661203
Cd80,7499,10822,9559,7502,9401,8272,9599,15629,9909,12573,7050,11465,8079,8809,8906,8742,10465,8091,8912,7978
Cd81,227040,310873,252320,201084,294506,214581,206974,251715,212806,171121,643631,225090,274504,344289,309347,347054,256287,288197,236009,370282
Cd82,93870,103788,106819,105888,127263,132824,123278,129030,128233,126284,166371,163761,179245,165567,192179,234284,154255,147074,154809,173744
Cd83,120161,116454,106041,110200,86887,80318,102355,97654,99290,133033,98554,115952,127670,106919,88865,103592,99214,101976,82191,88789
Cd84,937614,1314939,991049,937645,942698,881579,924319,1201110,894980,895358,1864909,1199002,1148182,1341555,1382660,1219644,950385,1001790,795830,1217351
Cd86,29272,30620,30456,26472,21178,26613,29013,23150,25607,30970,25520,32774,28935,32462,30875,33365,27068,21775,26077,27041
Cd8a,67037,53370,69360,77864,73231,62936,66331,50884,66422,52603,47515,59274,54112,61545,50073,50120,62588,69729,64696,68482
Cd8b1,52039,49066,52020,55014,55319,39080,51878,41482,55630,49552,36940,47700,48569,45616,38000,50557,51117,57592,53143,58226
Cd9,1224915,1683486,1435998,1227372,1958428,1139435,1253816,1720287,1042051,784235,4306055,1587529,1711188,2354268,1769393,2368333,1586322,1959909,1372814,2603474
Cd93,151782,205117,170510,141759,192082,226568,182383,230562,197402,217253,213604,159759,149841,165326,144876,123407,186656,183128,190128,216533
Cd96,59538,60748,66137,61394,46215,52986,67409,69451,64460,56578,48078,57003,49414,54304,48094,49829,51217,47359,41260,58744
Cd97,530694,515130,576667,551257,628102,590756,565377,633518,629096,509388,561996,489119,412883,536043,501922,387413,636441,539745,710008,855668
Cd99l2,33790,40704,36459,37940,39782,48670,40661,39602,31396,30230,60627,42941,57494,49236,46709,59154,38639,37720,30368,44653
Cda,0,246,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0
Cdadc1,39030,37506,33568,41734,42058,37042,38289,38780,28354,35777,28340,35911,35041,30772,28104,29140,30288,33556,33008,31185
Cdan1,37765,34063,38348,38458,33943,34764,35808,37839,38656,34113,30595,30394,25177,31738,31667,29285,27772,32366,31028,35433
Cdc123,32796,34924,40349,44149,38891,41837,36563,40542,36105,39475,42862,44131,37765,29566,37209,39484,35218,35340,44231,36987
Cdc14a,52943,58412,54799,54238,54131,52027,47780,56054,50430,51863,66267,59815,49227,56356,66105,68770,52425,47478,41590,47140
Cdc14b,22135,22381,25454,26731,23058,20619,22973,24208,22173,21171,22841,18063,20949,25463,17813,15881,21332,17968,24096,17613
Cdc16,55111,56813,51131,63809,52944,54544,59752,52176,56807,62865,53859,58084,56648,53459,56803,52743,59971,53546,42581,54703
Cdc20,4246,3566,4557,5864,6630,10549,3775,4466,4317,5732,7050,7031,8079,6879,6729,8013,6037,6426,6932,9117
Cdc23,49871,45623,42350,52772,40475,45194,52741,45830,41894,45669,44695,46727,41711,45978,37209,44147,45783,48192,46542,41027
Cdc25a,12648,15003,14450,15004,15834,17142,16933,13984,14030,18212,22277,22174,16534,18343,18011,19378,18012,18563,12873,16680
Cdc25b,282151,345797,377923,334134,486490,555392,473808,567828,362132,368960,847929,695389,750330,818183,1023437,1100463,586733,748457,632109,564851
Cdc25c,5963,8731,7225,8537,10589,11268,8089,12339,5789,4992,18047,13521,15031,12792,10886,17338,9157,10471,7592,9014
Cdc26,32886,31727,29456,34319,27214,28890,27072,26911,28747,30323,32146,44780,38047,26428,39782,30597,30891,30700,30368,32428
Cdc27,163436,195279,181292,180389,154279,179696,168685,176859,152761,169919,241097,193722,201979,235198,211971,257450,164619,196812,124111,136654
Cdc34,39933,49804,47352,44149,48194,49030,43034,46536,51411,53712,63306,59599,58151,56235,57001,68916,54437,60091,49182,63820
Cdc37,53937,54477,59245,53979,72142,57661,58997,58169,60437,56855,63024,53217,53454,55873,46511,58717,73455,62114,79880,90550
Cdc37l1,110222,101452,96259,97438,93023,89069,92216,90016,91146,101785,67394,75174,82389,80491,80355,73578,77782,80081,67337,59676
Cdc40,40023,34678,39904,38458,38793,37402,40122,45948,40913,34945,30877,30394,32411,28842,32854,31762,33004,32842,35319,34811
Cdc42,897590,991892,882118,927039,896879,856045,880098,927303,832777,944170,1343800,1028319,978520,1124097,1109928,1077442,982886,1048196,941726,1094476
Cdc42bpa,52130,72062,52687,57773,63434,76482,56732,82847,54256,52326,140852,89993,97044,122848,92824,123261,65204,103047,47862,66514
Cdc42bpb,18611,15494,19674,15952,23454,20739,15747,25618,20113,17288,21572,17847,13246,24618,19792,13404,18213,15945,18155,35847
Cdc42bpg,8673,7747,9226,8192,10193,7313,10138,7286,8634,7766,6063,4002,7140,5913,3365,4954,7547,7972,10233,8392
Cdc42ep1,90,246,0,172,0,120,0,0,0,277,0,0,0,121,0,0,0,119,0,311
Cdc42ep2,8764,8608,12449,9571,11479,10669,12188,10224,13932,10169,13112,9843,9676,11102,14052,10636,14288,10471,14854,14194
Cdc42ep3,42101,40581,38126,41045,42157,43755,35269,43598,41502,48443,43990,51378,44154,39340,45521,40504,52827,44622,49182,56568
Cdc42ep4,17166,12912,16228,13797,18308,17622,14453,22093,17464,13867,25520,18172,13904,15688,13854,18067,21936,15588,19475,24243
Cdc42ep5,24936,45008,32012,21902,37506,24095,28689,31846,28256,19599,95170,32774,35793,58287,44730,57842,48098,44027,43241,63613
Cdc42se1,321362,320711,329905,310077,349627,334818,336724,324574,331521,310810,300173,314434,300433,308810,303013,274642,378946,334247,396760,456792
Cdc42se2,273027,255659,272438,264289,273230,243711,283120,273220,242926,246836,276204,245533,231572,265729,241659,225396,261016,257617,271988,280768
Cdc45,5963,6886,5780,7761,6136,10309,7550,6463,5102,7211,12548,8978,7797,14722,12865,18795,8855,8329,5941,8806
Cdc5l,129828,121988,122047,125203,118654,136061,125004,137844,109297,126284,124214,140073,134809,126106,128845,138268,112597,117802,107277,123807
Cdc6,26110,38490,29567,36906,33943,49030,39259,46183,31102,32819,85583,56354,71116,72647,72042,93976,50110,53427,32348,37919
Cdc7,21954,23980,21342,21471,19693,22417,26101,22328,22664,23852,15086,23364,20762,17498,21375,22146,19923,21775,22446,16577
Cdc73,54569,51525,53465,56393,49579,50229,52957,53116,48271,56393,62883,60788,61064,58045,59574,64253,44677,50571,52483,45171
Cdca2,4246,7009,6447,7847,4552,5634,4422,7168,6181,4345,9447,8112,10334,13274,9500,13404,5937,8448,5611,6320
Cdca3,9125,10945,7003,9054,11677,14745,11325,12927,10007,7026,21713,17306,18507,17377,20188,31617,13785,17016,8252,11707
Cdca4,51317,50050,54243,59497,55319,44475,49721,49473,48467,52233,46669,61654,51951,56476,45323,51286,54538,52475,43241,60401
Cdca5,3433,2705,2334,2846,2771,7792,4746,1645,2060,3143,5640,6165,9019,6275,5938,6411,6742,3927,1320,5905
Cdca7,11745,10699,10671,13020,14547,11149,10031,9871,11381,10262,8178,7247,12025,12912,10292,8596,7849,11304,8582,8910
Cdca7l,9125,12420,10004,10089,8807,6593,10462,10341,8928,10816,9447,12655,8455,7482,8313,3351,9358,5712,7592,6941
Cdca8,813,1722,2001,431,2969,2517,971,1880,1275,1294,3525,1839,4040,2534,3167,5682,2214,3570,3961,4041
Cdcp1,181,246,889,345,1583,240,539,705,294,462,423,1082,564,845,396,874,201,476,1650,1036
Cdcp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdh1,3614,3320,5335,4829,7224,2757,5393,5053,4121,3605,5499,3137,2724,4948,3563,6702,5534,6783,5281,7356
Cdh10,0,0,222,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,357,0,104
Cdh11,903,1353,889,949,792,1439,1294,9989,1766,1294,1269,1298,658,1207,2573,583,1509,3808,660,1140
Cdh12,0,0,0,0,0,0,0,3408,0,0,282,0,0,0,0,0,0,595,0,0
Cdh13,361,123,222,172,99,240,108,1763,0,370,987,0,0,121,198,146,101,0,0,311
Cdh15,0,123,0,0,0,0,0,0,196,92,282,0,0,0,0,0,0,0,0,0
Cdh16,0,0,0,0,0,0,0,0,294,92,0,0,0,0,0,437,201,0,0,311
Cdh17,542,738,445,1811,693,360,108,940,294,1017,282,649,376,0,0,146,101,595,0,725
Cdh18,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,595,0,0
Cdh19,0,0,111,0,693,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0
Cdh2,0,123,0,345,0,120,108,5641,98,0,0,0,0,0,0,0,0,3332,330,0
Cdh20,0,0,111,0,99,0,108,1058,0,92,282,433,0,0,198,146,0,357,0,207
Cdh22,723,492,333,172,0,480,755,940,589,647,0,0,0,362,0,291,201,476,990,1036
Cdh23,20328,22627,20230,19660,25631,23616,25777,26793,27864,19414,22136,17090,19446,22325,25334,21563,24753,22965,29707,31703
Cdh24,2620,2828,3001,3622,3266,2038,2373,3643,3532,4530,1410,1947,1973,1689,2969,2040,1610,3689,1980,3419
Cdh26,0,0,0,0,0,0,0,0,0,0,141,0,0,241,0,0,0,238,0,518
Cdh29,903,615,1112,431,1484,719,971,235,392,647,3384,0,752,1689,1188,1457,1610,238,660,1243
Cdh3,0,123,111,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0
Cdh4,0,0,0,0,0,0,108,588,0,0,0,0,0,0,0,0,0,119,0,0
Cdh5,361,1353,445,1207,1286,1199,1186,588,589,1387,1128,757,470,965,594,874,503,1547,330,1140
Cdh6,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdh7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0
Cdh8,0,0,222,0,0,0,0,6111,0,0,0,0,0,0,0,0,0,2261,0,0
Cdh9,0,0,0,0,0,0,0,4936,0,0,0,0,0,0,0,0,0,1666,0,0
Cdhr1,271,0,0,345,198,120,0,1410,0,0,141,0,0,241,0,0,201,238,0,104
Cdhr2,0,0,111,0,99,0,0,0,0,92,0,0,0,0,198,0,805,0,0,0
Cdhr3,90,0,111,0,99,0,108,235,589,277,0,0,939,1086,792,0,0,476,0,311
Cdhr4,1355,861,1445,862,2573,2038,1186,2703,1079,924,4653,1839,1315,2655,2177,2768,2214,2499,2971,3108
Cdhr5,0,615,0,0,0,120,0,118,196,185,0,0,94,0,0,291,101,0,330,104
Cdipt,84203,75013,85255,77174,88965,82476,76146,78264,82709,82001,89248,90966,72807,88938,80355,74889,94787,87459,109257,116866
Cdk1,5873,8854,4891,5519,6037,7193,4638,5758,4808,6564,13535,11574,12964,8689,11083,16755,7547,14041,5941,7978
Cdk10,22767,19676,20675,13452,21771,18701,23512,20917,23939,19599,20021,15251,18601,17739,13656,15298,15999,19277,15184,16473
Cdk11b,38397,34432,36125,37768,40277,32966,44652,36312,38068,34206,28058,28880,28841,29445,31667,29868,28174,34151,31358,33982
Cdk12,227131,210036,216194,224021,197426,221294,201689,209057,214964,203570,211912,212868,211656,218303,227804,222482,176694,211210,166362,159965
Cdk13,555720,663557,574777,569278,515485,637388,605067,675940,577293,621897,820295,731299,709276,820838,821758,848695,575564,635058,473669,494193
Cdk14,17889,16109,20675,17591,21870,20259,17473,38310,23253,18490,13112,15576,10146,14240,18802,11073,20125,17611,13863,17406
Cdk15,0,123,0,259,0,120,216,0,98,0,0,0,0,0,198,146,0,119,0,207
Cdk16,36861,43778,40460,44408,46116,47232,45946,43010,44837,41879,50898,47160,43026,49236,40969,49829,43268,52713,53473,50663
Cdk17,196323,203519,194742,204275,173577,175620,175265,203887,179251,199965,206836,239260,192303,210580,226221,221608,172267,191695,154809,164316
Cdk18,0,0,222,0,396,240,108,353,196,647,0,0,0,0,198,0,201,119,0,207
Cdk19,172110,184704,181959,189788,168926,174661,162861,169338,157666,166036,163692,195561,165435,180773,173773,170176,161299,170396,165371,150537
Cdk2,35867,31604,39349,32680,36516,31168,30954,25618,31690,32079,29044,32449,26868,28962,23948,32199,31596,27249,36969,37816
Cdk20,2620,2582,1556,1552,2078,2997,1186,1763,2747,1387,2820,2271,2630,2293,2375,1311,2113,1904,1320,2072
Cdk2ap1,52762,59150,49019,56393,48985,50588,55545,58874,56611,59352,55410,61329,68579,70233,64917,75909,71140,66040,68327,64753
Cdk2ap2,126304,132564,121602,106406,139930,140017,103865,135259,157666,152077,159886,140181,149465,146501,158929,145407,166330,153142,169663,208141
Cdk3-ps,542,0,222,862,594,240,324,470,785,647,282,0,470,362,396,728,302,357,990,207
Cdk4,55744,52140,52465,52858,54626,58141,54683,44773,57592,58242,38914,60572,50542,49477,51459,49538,58563,61638,63046,67239
Cdk5,19695,16109,16340,18970,17516,14265,16502,18332,20309,16826,14240,14710,17286,18584,19594,15590,18213,19158,16504,15541
Cdk5r1,7770,9715,6002,8364,10193,11388,6363,16217,12558,7951,6768,8545,6764,7241,5146,5682,9056,13803,8912,9635
Cdk5r2,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0
Cdk5rap1,13281,11682,10115,13538,10886,8991,14776,13279,14521,13035,8178,9086,13622,10982,14052,8888,14590,11423,12543,9324
Cdk5rap2,74987,83129,81031,76312,91637,98539,96099,87900,72799,85607,132251,87505,97796,119952,99355,139871,89655,93170,63706,73766
Cdk5rap3,24303,24594,27344,23799,27709,26493,27719,21388,26785,27827,23546,27690,22640,27514,24740,18504,23747,23441,33668,32635
Cdk6,15269,15740,18674,18022,17813,12947,19306,15042,17072,16641,14381,11249,12964,10257,10886,16755,15697,12732,14194,16680
Cdk7,63875,62470,58467,61394,54329,53106,63742,59815,58867,53527,50757,50080,50824,51529,57990,52014,52324,52237,45882,44239
Cdk8,82305,101083,84366,98904,97674,111246,95236,107173,88105,89490,171447,127309,119685,154827,149429,184600,96699,132795,76249,72523
Cdk9,49690,57551,55021,53634,62246,57421,53065,55702,53864,51124,43567,58950,51387,54908,52053,50120,59871,56283,72288,72834
Cdkal1,54027,47959,54465,52082,45126,43036,49829,48651,45818,46501,35530,48674,42087,38134,47105,40650,36124,30343,33668,35433
Cdkl1,22496,24471,23342,24144,27412,37402,38720,34784,23351,25146,63588,57219,59654,53580,77584,75035,38438,45455,32348,30149
Cdkl2,4427,4058,3446,4829,3760,5514,4638,5993,2747,4345,4230,3029,2161,4344,5344,3205,3924,4760,6272,5491
Cdkl3,6595,6518,6002,5605,7323,5754,4853,8226,7358,4807,8178,5949,6200,8447,5740,4662,4629,6307,3961,7667
Cdkl4,1807,2213,1334,1552,990,1319,1726,1175,2060,2219,1833,1298,3570,1569,1188,1166,1006,1547,990,2901
Cdkl5,1807,1722,2223,3794,1089,1678,1402,4113,2060,1664,3807,2596,1785,2293,1979,2331,1509,3332,1650,1865
Cdkn1a,1446,2091,1334,1897,2969,2398,2049,1998,687,2311,2256,1406,1503,1569,3563,1748,2012,2142,3961,3419
Cdkn1b,170483,159372,165397,167541,171795,154162,155635,163932,168459,167238,187802,183230,186291,175584,168033,183726,171864,181581,181215,185866
Cdkn1c,632,861,1000,345,693,120,647,470,491,0,1269,757,376,724,594,291,704,476,330,932
Cdkn2a,90,0,111,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
Cdkn2aip,49871,45623,45129,51651,47996,40998,51015,45125,41502,48258,42439,43049,44154,41995,37209,38173,45079,41171,46212,45275
Cdkn2aipnl,54479,52140,49686,54324,50866,53705,47996,52881,54747,63512,50334,51054,65479,53580,59969,59008,57556,62590,51493,60401
Cdkn2b,1807,1476,1334,1380,396,1079,755,588,785,1294,4794,3461,1503,3258,2177,3205,3220,3332,2641,3212
Cdkn2c,17256,13527,18563,18539,16328,24935,21247,22915,19426,24961,60204,66521,56272,63717,70459,81737,39545,51999,33338,30874
Cdkn2d,3343,4427,4002,3794,4948,6354,3128,3173,5004,2311,4653,1839,5449,5913,5740,5828,4528,3570,4951,4869
Cdkn3,58996,76243,55910,74070,66304,97580,72263,76384,63282,66193,168345,116277,142607,162551,171002,204852,92674,114113,59745,66203
Cdnf,1626,1722,1000,1035,1286,2038,2696,1293,589,1387,705,1298,1597,241,990,1894,704,1309,660,1140
Cdo1,1897,2705,2890,1725,2969,1918,2696,3995,2747,2589,3243,2596,1221,1086,990,2185,1409,3332,1650,2590
Cdon,21412,17831,21342,22764,22563,20139,18983,26911,24724,17288,16637,17198,15501,15688,13854,10053,16703,17135,19145,19063
Cdr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdr2,893254,1408398,1503135,1247894,1532206,2118953,1501559,2360151,1248871,1603879,3894920,3171921,3292264,3834722,4636838,4585431,2376817,2873407,2077211,1755679
Cdr2l,452,123,445,0,396,480,431,2468,589,92,2256,1622,376,362,0,0,906,1071,660,725
Cdrt4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cds1,7770,8239,7670,7416,5443,8152,6471,10929,7653,4437,17906,9627,6200,8930,9698,9616,6842,7139,6932,10464
Cds2,280074,265619,283776,279897,346857,304848,285924,335737,290314,251921,325270,252456,226499,266091,243836,237780,264538,290577,317870,360543
